"external_risk_estimate","revolving_utilization","age_oldest_trade","delinquency_30","inquiry_6m","y"
22,0.309868304524571,159.768220106687,0,1,0
24,0.634499296545982,94.0209935368134,1,0,1
77,0.949150768807158,86.3053524071231,1,1,0
83,0.108595569850877,39.2789844541344,0,1,0
82,0.996409794082865,173.009375456134,1,4,0
68,0.537135147489607,7.10478108376265,0,2,0
87,0.0752764397766441,17.1275904402137,0,2,0
70,0.646743972087279,37.6801284961402,1,3,0
87,0.23165933508426,521.11739736751,1,1,0
81,0.56180440611206,439.963657309241,1,1,0
71,0.463430051924661,38.6986401551986,1,0,0
91,0.781174780102447,29.5607180893421,0,1,0
26,0.885298392968252,26.3753107376397,1,1,1
53,0.927109722280875,58.1533716805279,0,0,0
68,0.563138829078525,87.172101209487,0,1,0
44,0.0961441625840962,206.076516498974,0,0,0
47,0.0742726363241673,80.5393783561885,0,1,1
67,0.470147799234837,10.9475544669468,1,1,1
64,0.50173333613202,79.0580436587334,0,0,0
56,0.344879004405811,9.19029194515889,0,1,0
95,0.327210253337398,38.6922027748857,0,3,0
50,0.582392696291208,224.305112500837,0,2,1
22,0.222819139715284,167.210694541386,0,0,0
89,0.0291194631718099,8.55817825005315,0,3,0
41,0.386906158877537,386.286650577885,0,0,0
55,0.753008498810232,572.494202672991,0,0,0
82,0.166124588577077,79.5343966595829,0,2,0
54,0.466997123556212,38.5484192892909,1,2,0
42,0.997806473635137,9.15177415861193,0,2,0
90,0.66306598065421,209.417700682929,0,3,0
82,0.714132208609954,60.5125206336379,0,1,0
73,0.403843405656517,656.494851896642,0,0,0
73,0.781518378295004,137.415006285604,0,1,1
25,0.332515512593091,53.1804330646992,1,1,1
69,0.160644521936774,55.5135085103332,2,1,0
29,0.472965667024255,24.4362266734242,0,1,0
79,0.168505445122719,332.950431895687,0,1,0
59,0.702066003112122,15.4122936911881,0,2,0
90,0.353472132235765,104.433944145764,0,0,0
30,0.614191419677809,28.4268925152719,0,0,1
64,0.564115681219846,4.27468483914669,0,1,0
80,0.531824421370402,26.4669166358774,0,4,0
25,0.658069750294089,248.257198770693,0,2,1
65,0.325646767159924,111.056739462642,0,0,0
64,0.00252340687438846,94.9849484827032,1,2,0
50,0.677245534723625,93.4808630869907,2,1,1
41,0.958039445802569,73.7199045208713,0,0,1
92,0.139574508881196,443.386377741523,0,1,0
86,0.333200666122139,98.4820823320999,0,3,0
55,0.995816410519183,193.953866277984,0,2,0
43,0.621720120543614,314.788095861451,0,3,0
78,0.971758159575984,75.4148613475263,0,4,0
33,0.614565669093281,271.379665493743,0,1,1
30,0.363432638347149,15.5963961593807,1,3,0
33,0.538807721808553,218.448253412893,0,1,0
49,0.354869266040623,91.3276121745644,1,5,0
55,0.535293768160045,211.882477911704,0,0,0
51,0.805777195375413,361.316614130837,0,0,0
75,0.398294136393815,64.3293147906661,0,2,0
54,0.14083965565078,100.117874326731,0,1,0
51,0.797785411821678,150.447041536297,1,3,1
30,0.651128710713238,47.5169363775623,0,4,1
89,0.541373767424375,35.367676243186,1,1,0
29,0.172568917274475,125.852289492811,0,4,1
73,0.487857829546556,187.069975947192,0,2,0
67,0.237772922730073,15.6409857049584,0,2,0
69,0.296169555280358,94.134250352706,0,1,0
23,0.601704649860039,169.013041310299,0,0,0
42,0.725662142271176,20.8332500047982,1,1,0
46,0.144347224151716,55.9732947126031,0,2,0
37,0.644551518606022,136.197241070915,0,1,1
83,0.351216395152733,62.512282691896,0,0,0
42,0.403138510650024,51.9342610985041,0,2,1
46,0.25872439192608,70.2095588855445,0,2,0
60,0.152537364279851,85.8735866049185,0,2,0
34,0.894080334808677,2.78022674525228,0,2,0
43,0.792414975818247,118.431008581701,0,1,0
73,0.0664076053071767,63.4477913906898,0,3,0
90,0.61804724810645,182.495581302955,0,2,0
43,0.778852571733296,190.0463434953,0,1,0
26,0.769310355884954,569.917808591875,2,4,1
71,0.692498559365049,34.4309971667826,0,1,0
86,0.601134063443169,460.007637192435,1,0,0
52,0.178299738327041,8.60279062762856,0,0,0
76,0.442885060794652,54.0124424964132,0,1,0
23,0.89341780426912,223.014724766067,0,4,1
76,0.910797618096694,73.2443703711033,1,1,1
46,0.59297188417986,131.016828636254,0,3,0
34,0.707685876404867,234.362213676026,0,1,0
93,0.451274282764643,201.164981638244,0,1,0
54,0.950456801103428,227.953991879871,0,3,1
92,0.0155290358234197,219.727188226127,2,1,1
54,0.977164034033194,135.28542022648,0,1,1
31,0.938680849736556,206.862488453439,0,2,0
28,0.221268257126212,229.338249330571,0,1,0
24,0.208096218295395,198.448282073698,0,2,1
70,0.900511788902804,19.4191311299801,0,2,0
50,0.188641384709626,57.8577984496951,0,0,0
90,0.132632231106982,144.515460352029,0,3,0
77,0.42019432852976,133.736142660107,0,0,0
86,0.79214288550429,86.871205749537,2,1,0
73,0.391155867138878,131.638082202202,0,1,0
75,0.396156361326575,41.7543656143413,0,0,0
38,0.797769067343324,235.258798142126,0,2,0
26,0.301551589043811,1.37977732345462,1,0,0
37,0.0345911257900298,17.3553274199367,0,1,0
29,0.389449244132265,187.568501149467,0,2,0
91,0.598681137198582,48.489712522045,0,2,0
82,0.380902528529987,274.125639828703,1,1,0
53,0.635072641540319,41.7339796386659,1,2,1
51,0.881967413937673,12.9092609323561,0,1,0
22,0.067034124629572,36.9725289990932,0,2,0
49,0.147730227559805,144.773240236785,1,3,0
50,0.104667786043137,218.144839023402,0,0,0
68,0.269189196871594,50.6026872061193,0,1,0
70,0.767041894840077,115.324240470852,0,2,1
52,0.819082303438336,2.00213899627667,0,1,0
43,0.706621824996546,33.7154466100037,0,2,0
93,0.835388156818226,254.221254795568,0,2,0
74,0.139241330791265,34.9136317681109,1,2,1
80,0.611414893297479,78.5911717638373,1,5,0
44,0.860869644675404,67.4278160557151,0,2,1
90,0.707391747040674,3.25753899291158,0,2,0
42,0.716114461421967,44.6242119558156,0,1,1
32,0.773995907045901,48.7010847218335,0,1,1
48,0.0130770117975771,85.910068894352,0,0,0
90,0.468757098307833,75.7694864831865,0,2,0
64,0.194933589547873,60.0261652842164,0,0,0
35,0.238210002891719,88.9343865165367,0,1,0
42,0.601471647620201,720.759485323631,1,0,0
57,0.401128213386983,68.3641224727035,1,0,0
92,0.598937723319978,180.675120706627,0,0,0
70,0.79095199611038,182.627671425393,0,1,1
83,0.374406158691272,93.6807990742814,0,2,0
59,0.35224671009928,1.36934263631701,0,1,0
41,0.0144098761957139,106.721456828143,0,1,0
67,0.0247949052136391,125.1549133608,0,1,0
63,0.585041988175362,11.9320369139314,1,1,0
69,0.630718030733988,158.658542993527,0,2,0
75,0.137065294431522,73.5168967209756,1,2,0
57,0.727771811420098,184.830367853096,0,0,0
58,0.698099691653624,241.732941036275,0,2,0
87,0.746352913789451,181.11455543503,0,1,1
34,0.730698258848861,40.7802018157554,2,0,1
54,0.818306861678138,10.302091576159,0,2,1
39,0.231514977058396,111.125553824747,0,0,0
65,0.870242288801819,250.426753371732,0,0,0
77,0.38191801821813,179.674944867542,2,2,0
29,0.745212815934792,156.297887782182,0,5,0
84,0.502035501180217,84.213416872633,0,0,0
61,0.0162190285045654,41.5762325562537,0,2,0
94,0.303555941442028,322.110530048387,0,3,1
82,0.794261153088883,171.804274981072,0,0,1
90,0.745553833898157,82.8041197545826,0,0,0
38,0.674324877094477,34.1148013664526,0,2,0
91,0.68873546901159,1.64257838017158,0,2,0
86,0.643370463512838,354.627045024338,0,1,0
91,0.296238454757258,30.2679582126439,1,1,0
52,0.154296611901373,122.746784118311,1,2,0
32,0.473561774706468,69.3432389013469,0,2,0
23,0.0856145618017763,219.61891084669,0,2,0
28,0.446870065992698,319.436698466317,1,0,1
79,0.28761728736572,78.2183518633246,0,3,0
66,0.646479683928192,92.0858984017625,1,0,0
57,0.0816688376944512,54.8800567165017,1,1,0
51,0.872226611943915,310.903887957112,0,0,0
50,0.517192934406921,38.2982370816171,1,1,1
39,0.273416743380949,188.248798720158,0,3,0
75,0.723816490266472,217.082602669647,0,1,0
39,0.247067656600848,13.4664367134721,0,1,0
79,0.182192786363885,40.4130220413208,1,0,0
48,0.0387638935353607,75.599267296493,0,2,0
31,0.581548841204494,222.094692560255,1,0,0
54,0.709163416642696,33.8244874030352,0,2,1
78,0.948261020239443,57.0728114806116,3,2,1
83,0.185049784136936,63.746782913804,1,4,0
57,0.788584427209571,8.04169362410903,0,2,1
35,0.0054527681786567,17.6639707200229,0,0,0
70,0.697366251377389,175.359092419198,0,1,0
88,0.252274805912748,63.4775874204934,0,1,0
68,0.143272072775289,236.221471344283,0,2,0
82,0.941704819211736,188.548563559702,0,0,0
48,0.368006785633042,154.62129715326,0,2,0
44,0.557674785843119,314.570862412231,0,1,0
28,0.741819954942912,335.311413850775,0,1,0
41,0.0144763404969126,353.721489588123,0,0,0
51,0.2509448567871,292.847266522697,0,1,0
33,0.565316400723532,28.7153150934657,1,2,1
66,0.379721587756649,202.232464392832,0,1,0
45,0.427961805602536,11.881930232048,0,2,0
53,0.0746371343266219,51.3280078209937,0,2,0
47,0.651409129844978,42.5846507772803,0,3,1
27,0.663118837634102,46.5947943739593,0,1,0
42,0.78219301183708,18.000600204353,0,2,0
51,0.183947646757588,12.7419271545144,0,0,0
27,0.699020695174113,254.89711935657,0,2,1
41,0.452740527223796,170.583182453668,0,3,0
89,0.156816683476791,162.270733969833,0,2,0
75,0.847809687256813,120.750577742781,1,1,0
35,0.240690310485661,5.66419143229723,0,0,0
69,0.905220188433304,2.22536969929934,0,4,0
29,0.314978170674294,103.971403571393,0,2,0
66,0.27540972433053,160.142226661171,0,1,0
55,0.470926760463044,89.9657852321387,0,3,0
87,0.0514041960705072,345.384644845825,0,2,0
71,0.9872272440698,104.444629619445,0,1,1
38,0.702437802450731,74.9241699079614,0,0,0
28,0.196020839037374,129.265303550784,0,1,0
33,0.95732146105729,102.78261322024,0,0,0
44,0.837595985271037,25.8307359191544,1,1,1
81,0.409888801397756,61.6460530087352,0,3,0
57,0.622394366189837,223.700013280842,0,2,0
56,0.246868569403887,15.76812470625,0,1,0
56,0.283347045537084,0.722623880865063,2,1,1
53,0.162545201601461,497.69756441278,0,2,1
29,0.47012396925129,128.952751229133,0,0,0
68,0.811157937860116,101.186278322556,0,2,0
57,0.0407587944064289,17.4824140285566,0,0,0
27,0.126697428757325,237.948438887647,0,1,1
93,0.892387181753293,135.580927240278,0,0,0
93,0.279204410267994,26.3264704430079,0,0,0
58,0.913130451925099,222.278910343698,0,2,0
42,0.871191510930657,99.5991685552403,0,0,0
78,0.162296340567991,4.56704188138247,0,0,1
72,0.974335500504822,45.0883920304477,0,0,1
55,0.0919041156303138,44.7072176076472,0,0,0
33,0.456410749349743,246.091471900395,0,1,0
74,0.454348668688908,235.752196525386,0,1,0
83,0.957159194629639,51.5759999491274,0,1,1
46,0.814536784775555,116.947726602282,0,2,0
77,0.458204447990283,112.444800761853,0,4,0
67,0.0458187649492174,148.153522158588,0,1,1
67,0.879719064105302,84.5682477900639,1,1,0
80,0.66833645501174,47.3232094198465,0,2,0
21,0.198098802939057,41.6527936255604,1,2,0
45,0.426699889358133,64.3348270095885,0,3,0
94,0.69159080227837,105.734046282794,1,1,0
78,0.0368663088884205,621.1712678169,0,0,0
32,0.74938269611448,361.30819355536,0,4,0
63,0.30460753547959,43.6160056851804,0,2,0
86,0.75300569459796,69.3703197129071,0,1,0
24,0.407995977438986,173.656570081761,1,1,0
84,0.927866632817313,62.3778247833252,1,2,0
94,0.0503487612586468,46.1018082685769,0,0,0
22,0.819358189823106,67.9807419888675,1,1,1
68,0.285364299314097,44.7888536565006,0,2,0
88,0.975577243138105,47.8028840571642,1,2,1
32,0.888714065542445,328.390304654615,0,1,0
29,0.343065801309422,4.90107923729253,1,2,1
79,0.808030805084854,83.3462990769997,1,2,0
36,0.827556644566357,168.638471950939,0,4,0
57,0.889521446311846,819.260299532939,2,2,0
22,0.841013012453914,56.7719463072717,0,2,0
81,0.811394900316373,201.135363792232,1,0,0
25,0.181974503910169,110.545788104261,0,0,0
39,0.333913423353806,38.1035655923188,0,1,1
43,0.707388813607395,145.53440529349,1,0,1
52,0.757832677802071,304.28812241532,0,1,0
54,0.450978670734912,218.936235075048,0,1,0
30,0.493750311434269,289.494610798655,0,2,1
84,0.191640171920881,235.740848099044,0,1,0
24,0.500135031528771,28.6470424197614,1,2,0
94,0.358429371379316,63.0293646454811,0,2,0
74,0.787831763736904,336.166296581131,0,1,0
67,0.355311136227101,27.8386991098523,1,0,0
74,0.43424490140751,24.3643707085731,0,4,1
75,0.198363580042496,23.2993711531162,0,1,0
68,0.402429948793724,55.7332788035274,0,1,0
89,0.786777144065127,119.653421933378,0,1,0
89,0.15044472925365,345.375283042294,0,1,0
59,0.789217044832185,47.08993781358,0,1,0
71,0.434340408537537,243.794410665682,0,1,0
36,0.793316344264895,96.5677156070987,0,2,1
41,0.563647878821939,58.0156650580466,0,1,1
25,0.205870773410425,169.165980433276,0,1,0
81,0.975564710563049,140.725667322601,0,0,0
46,0.0835935138165951,75.9187591262162,0,1,1
79,0.0504548295866698,89.0235192154976,1,1,0
62,0.719395828898996,35.3248109668493,1,3,0
39,0.0563603767659515,130.48606942835,1,3,0
22,0.48529327637516,186.110382591537,1,2,0
46,0.681329660117626,104.048378276254,1,1,1
37,0.815265018492937,93.0148379081741,1,4,1
81,0.348015424795449,32.912660613656,1,0,0
24,0.902339582564309,2.36932653933764,1,1,1
60,0.80915018543601,362.25185774201,0,3,0
56,0.792350457515568,146.424570227589,0,1,0
58,0.429551542969421,82.0468434691429,1,0,0
30,0.991043734829873,125.094867976929,0,1,1
76,0.586228183936328,63.2378691807389,0,2,0
93,0.544944874476641,16.6886430749949,0,2,0
61,0.596423594513908,103.277276739821,1,3,1
32,0.288386046886444,171.534835107011,0,2,0
84,0.169452565023676,134.36580924779,0,1,0
49,0.569442799780518,5.08132118004087,0,5,1
68,0.885188856162131,229.942928542545,0,1,1
72,0.81475847424008,265.413587748782,0,3,0
38,0.0637678983621299,163.877173321868,0,0,0
90,0.83558066887781,144.566361750092,0,0,0
76,0.236150294775143,245.843733241013,0,2,0
48,0.930483707459643,83.1869662682129,0,0,1
46,0.849124984815717,33.051507967508,1,1,1
48,0.214874890632927,143.556286762084,0,2,0
92,0.124317335197702,28.8164394535124,0,0,0
28,0.171064180089161,20.6855237186892,0,0,0
58,0.796672565396875,740.816014368736,1,0,0
59,0.453435260104015,140.384905072476,0,0,0
51,0.259792748605832,186.2365742672,0,0,1
42,0.0407003050204366,57.4569158256054,0,2,0
67,0.130036888411269,111.838053944136,0,0,0
79,0.510286570060998,136.525624660978,0,2,0
46,0.758834999287501,31.6842451153146,1,1,1
59,0.337201055837795,23.1660937517881,0,1,1
76,0.255491247167811,7.60997671633959,0,1,0
87,0.612673034425825,278.693734764831,0,1,0
55,0.137642772169784,201.333082082025,0,1,0
43,0.908449053764343,305.090052842872,0,0,1
35,0.686708836583421,283.496154904143,1,4,0
31,0.742963008582592,152.037950227584,0,0,0
41,0.373629680136219,132.388712721492,0,3,0
87,0.0728160839062184,113.859186726238,0,2,0
49,0.44931059028022,88.8579903608435,0,4,0
65,0.490271001588553,143.335576786257,0,0,0
60,0.302540401462466,77.4451629258692,0,4,0
43,0.784830978373066,3.55540007782751,0,1,1
41,0.803484917618334,3.64399226312525,0,0,0
42,0.643260709708557,35.2644646667942,0,1,0
42,0.516500970581546,141.446828054811,0,1,1
90,0.484095385763794,384.580464342934,0,0,0
29,0.877499590395018,194.614839245728,0,0,1
46,0.0178482050541788,242.782960822037,0,1,0
35,0.428470787825063,33.1401361935059,1,2,0
59,0.0258234592620283,176.224367682984,0,2,0
26,0.418926498387009,49.9655906483531,0,1,1
35,0.772702393587679,11.3361657969654,0,2,1
70,0.830248810350895,153.662533158983,0,0,1
32,0.428873683558777,17.8996265307069,0,0,0
87,0.480264994781464,48.7516829743981,0,0,0
87,0.894260598346591,110.38959465244,1,0,0
26,0.766034191008657,4.00623689465847,0,2,1
31,0.781247991602868,38.903774892443,0,0,1
62,0.61929534911178,30.125510841608,0,1,0
27,0.720471240812913,261.067873149888,1,3,0
23,0.70565907121636,1.61610066890717,0,0,0
90,0.0184400910511613,120.636896345987,0,0,0
38,0.688930205069482,4.2124482824578,0,0,1
93,0.175318569410592,69.3455648606541,0,1,0
59,0.574209148297086,133.609410184051,0,1,0
71,0.172930080676451,126.174475210334,0,2,0
37,0.836369922850281,2.61345393955708,0,3,1
87,0.165632796939462,0.831037482916238,0,1,0
76,0.943581241415814,54.6442357264459,0,2,0
61,0.36334221647121,137.310359510209,0,0,0
25,0.13549254485406,164.870061832096,0,3,1
91,0.439051684690639,15.7945909537375,1,0,0
65,0.739197510527447,7.6510838317106,0,0,0
37,0.5392861594446,244.050521169952,0,0,0
76,0.5392752350308,38.2419658875596,0,0,1
59,0.549958386225626,23.7069236354529,0,1,0
62,0.970105252694339,33.9147427864373,0,3,1
28,0.869636675110087,556.575095474276,0,1,0
55,0.246418634196743,125.467047835316,0,2,1
72,0.0856358928140253,241.863101263693,0,1,0
76,0.82342716655694,75.6886340305209,0,0,0
27,0.971792478347197,147.738940151955,0,4,1
46,0.507376842433587,322.23715534784,1,1,1
68,0.169233482331038,122.188497702207,0,3,0
24,0.933067182078958,107.888673417608,0,1,1
43,0.373984883539379,43.7251937203109,1,0,0
75,0.861440142150968,566.145889579805,0,0,0
47,0.232104853726923,58.0632492341101,0,2,0
78,0.823879153234884,46.7859880439937,0,0,0
26,0.793314995942637,133.843965115572,0,0,1
88,0.0728224790655077,218.986754034808,0,2,0
21,0.874661597656086,27.0726796612144,0,1,0
94,0.0315586989745498,160.199402142874,0,3,0
47,0.21051475754939,28.0463237687945,0,3,0
37,0.231094538234174,254.139124075202,0,0,0
84,0.40854410501197,18.3316128288951,0,2,0
66,0.730374043807387,72.1198979392648,1,2,0
47,0.139479567296803,28.2625901699066,0,0,1
87,0.80699349171482,197.83174394553,0,1,0
58,0.764603221789002,97.1692773431364,1,0,1
91,0.26917601772584,77.0901013165712,0,2,0
32,0.445817874511704,521.586881868772,0,0,0
22,0.160100285196677,214.613555734208,0,2,0
51,0.174899792531505,39.8422422632575,0,1,0
57,0.433981514768675,108.25217026713,1,0,0
80,0.568417622474954,21.3523974828422,0,1,0
90,0.227760353824124,30.1369463838637,0,1,0
85,0.4250832432881,39.1076098568738,0,0,0
37,0.629058676538989,187.519482482162,0,2,1
94,0.332997046643868,297.726334401071,0,1,0
45,0.0582102364860475,286.4716491697,0,5,0
67,0.951821115100756,3.62131694331765,0,0,0
44,0.440842658514157,171.335160871199,0,2,1
32,0.903372496366501,22.5097860182076,0,3,0
